date,fingerprint,type,bytes,num_instances,coverage
2017-07-24,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,3764948.20,1.00,1.00
2017-07-24,5481936581E23D2D178105D44DB6915AB06BFB7F,read,533650091.52,1.00,1.00
2017-07-24,5481936581E23D2D178105D44DB6915AB06BFB7F,write,35197020.59,1.00,1.00
2017-07-24,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,36724167.11,1.00,1.00
2017-07-24,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3682315.38,1.00,1.00
2017-07-25,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,110592.00,1.00,1.00
2017-07-25,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,4855370.95,1.00,1.00
2017-07-25,5481936581E23D2D178105D44DB6915AB06BFB7F,read,204285192.11,1.00,1.00
2017-07-25,5481936581E23D2D178105D44DB6915AB06BFB7F,write,22259146.03,1.00,1.00
2017-07-25,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,33552327.11,1.00,1.00
2017-07-25,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,2846720.00,1.00,1.00
2017-07-26,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,108544.00,1.00,1.00
2017-07-26,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,3359456.85,1.00,1.00
2017-07-26,5481936581E23D2D178105D44DB6915AB06BFB7F,read,134291466.24,1.00,1.00
2017-07-26,5481936581E23D2D178105D44DB6915AB06BFB7F,write,10840527.15,1.00,1.00
2017-07-26,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,33436068.98,1.00,1.00
2017-07-26,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3450424.89,1.00,1.00
2017-07-27,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,110592.00,1.00,1.00
2017-07-27,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,3018752.00,1.00,1.00
2017-07-27,5481936581E23D2D178105D44DB6915AB06BFB7F,read,434091892.91,1.00,1.00
2017-07-27,5481936581E23D2D178105D44DB6915AB06BFB7F,write,25295815.47,1.00,1.00
2017-07-27,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,32805705.96,1.00,1.00
2017-07-27,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3430923.38,1.00,1.00
2017-07-28,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,192383.43,1.00,1.00
2017-07-28,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,9085607.04,1.00,1.00
2017-07-28,5481936581E23D2D178105D44DB6915AB06BFB7F,read,74632344.96,1.00,1.00
2017-07-28,5481936581E23D2D178105D44DB6915AB06BFB7F,write,13095241.17,1.00,1.00
2017-07-28,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,29821326.22,1.00,1.00
2017-07-28,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,2729278.58,1.00,1.00
2017-07-29,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,377984.57,1.00,1.00
2017-07-29,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,6962520.96,1.00,1.00
2017-07-29,5481936581E23D2D178105D44DB6915AB06BFB7F,read,256476032.85,1.00,1.00
2017-07-29,5481936581E23D2D178105D44DB6915AB06BFB7F,write,19691123.84,1.00,1.00
2017-07-29,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,33486415.64,1.00,1.00
2017-07-29,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3461927.82,1.00,1.00
2017-07-30,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,37888.00,1.00,1.00
2017-07-30,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,2606080.00,1.00,1.00
2017-07-30,5481936581E23D2D178105D44DB6915AB06BFB7F,read,57202857.60,1.00,1.00
2017-07-30,5481936581E23D2D178105D44DB6915AB06BFB7F,write,14273366.19,1.00,1.00
2017-07-30,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,32651514.31,1.00,1.00
2017-07-30,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3319057.07,1.00,1.00
2017-07-31,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,493636.62,1.00,1.00
2017-07-31,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,6516903.25,1.00,1.00
2017-07-31,5481936581E23D2D178105D44DB6915AB06BFB7F,read,66993173.97,1.00,1.00
2017-07-31,5481936581E23D2D178105D44DB6915AB06BFB7F,write,17194478.08,1.00,1.00
2017-07-31,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,910.72,1.00,0.98
2017-07-31,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,4553.60,1.00,0.98
2017-07-31,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,32283147.38,1.00,1.00
2017-07-31,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,2826569.96,1.00,1.00
2017-08-01,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,1068474.38,1.00,1.00
2017-08-01,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,8286533.76,1.00,1.00
2017-08-01,5481936581E23D2D178105D44DB6915AB06BFB7F,read,199177441.92,1.00,1.00
2017-08-01,5481936581E23D2D178105D44DB6915AB06BFB7F,write,15040321.71,1.00,1.00
2017-08-01,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,113.28,1.00,0.35
2017-08-01,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,613942.40,1.00,0.35
2017-08-01,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,35308578.13,1.00,1.00
2017-08-01,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3809792.00,1.00,1.00
2017-08-02,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,159263.64,1.00,1.00
2017-08-02,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,5229464.11,1.00,1.00
2017-08-02,5481936581E23D2D178105D44DB6915AB06BFB7F,read,213918744.32,1.00,1.00
2017-08-02,5481936581E23D2D178105D44DB6915AB06BFB7F,write,24638119.04,1.00,1.00
2017-08-02,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,32388573.87,1.00,1.00
2017-08-02,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3402626.84,1.00,1.00
2017-08-03,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,182896.92,1.00,1.00
2017-08-03,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,6813186.99,1.00,1.00
2017-08-03,5481936581E23D2D178105D44DB6915AB06BFB7F,read,761049301.76,1.00,1.00
2017-08-03,5481936581E23D2D178105D44DB6915AB06BFB7F,write,42037119.79,1.00,1.00
2017-08-03,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,35660071.82,1.00,1.00
2017-08-03,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3577002.67,1.00,1.00
2017-08-04,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,81264.43,1.00,1.00
2017-08-04,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,5979255.89,1.00,1.00
2017-08-04,5481936581E23D2D178105D44DB6915AB06BFB7F,read,208382655.79,1.00,1.00
2017-08-04,5481936581E23D2D178105D44DB6915AB06BFB7F,write,18083073.28,1.00,1.00
2017-08-04,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,31902788.27,1.00,1.00
2017-08-04,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,2799968.71,1.00,1.00
2017-08-05,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,146432.00,1.00,1.00
2017-08-05,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,3290112.00,1.00,1.00
2017-08-05,5481936581E23D2D178105D44DB6915AB06BFB7F,read,905997075.63,1.00,1.00
2017-08-05,5481936581E23D2D178105D44DB6915AB06BFB7F,write,41773287.25,1.00,1.00
2017-08-05,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,31270024.53,1.00,1.00
2017-08-05,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3334894.93,1.00,1.00
2017-08-06,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,133087.36,1.00,1.00
2017-08-06,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,5057570.70,1.00,1.00
2017-08-06,5481936581E23D2D178105D44DB6915AB06BFB7F,read,259869781.97,1.00,1.00
2017-08-06,5481936581E23D2D178105D44DB6915AB06BFB7F,write,31794871.25,1.00,1.00
2017-08-06,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,0.00,1.00,0.98
2017-08-06,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,0.00,1.00,0.98
2017-08-06,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,79241591.47,1.00,1.00
2017-08-06,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,49880120.89,1.00,1.00
2017-08-07,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,166944.64,1.00,1.00
2017-08-07,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,5005277.30,1.00,1.00
2017-08-07,5481936581E23D2D178105D44DB6915AB06BFB7F,read,225525420.37,1.00,1.00
2017-08-07,5481936581E23D2D178105D44DB6915AB06BFB7F,write,29067397.12,1.00,1.00
2017-08-07,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,0.00,1.00,0.67
2017-08-07,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,0.00,1.00,0.67
2017-08-07,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,203433346.84,1.00,1.00
2017-08-07,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,176224369.78,1.00,1.00
2017-08-08,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,60416.00,1.00,1.00
2017-08-08,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,2816000.00,1.00,1.00
2017-08-08,5481936581E23D2D178105D44DB6915AB06BFB7F,read,203833751.25,1.00,1.00
2017-08-08,5481936581E23D2D178105D44DB6915AB06BFB7F,write,27734685.23,1.00,1.00
2017-08-08,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,0.00,1.00,1.00
2017-08-08,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,3072.00,1.00,1.00
2017-08-08,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,45831816.53,1.00,1.00
2017-08-08,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,13844036.27,1.00,1.00
2017-08-09,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,713382.90,1.00,1.00
2017-08-09,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,7480339.41,1.00,1.00
2017-08-09,5481936581E23D2D178105D44DB6915AB06BFB7F,read,1138429138.35,1.00,1.00
2017-08-09,5481936581E23D2D178105D44DB6915AB06BFB7F,write,61805051.95,1.00,1.00
2017-08-09,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,0.00,1.00,0.02
2017-08-09,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,0.00,1.00,0.02
2017-08-09,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,67061077.33,1.00,1.00
2017-08-09,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,42002113.42,1.00,1.00
2017-08-10,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,249751.40,1.00,1.00
2017-08-10,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,8808613.19,1.00,1.00
2017-08-10,5481936581E23D2D178105D44DB6915AB06BFB7F,read,356152063.79,1.00,1.00
2017-08-10,5481936581E23D2D178105D44DB6915AB06BFB7F,write,32089253.97,1.00,1.00
2017-08-10,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,34842419.20,1.00,1.00
2017-08-10,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3477026.13,1.00,1.00
2017-08-11,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,1070229.90,1.00,1.00
2017-08-11,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,12442118.33,1.00,1.00
2017-08-11,5481936581E23D2D178105D44DB6915AB06BFB7F,read,442987087.36,1.00,1.00
2017-08-11,5481936581E23D2D178105D44DB6915AB06BFB7F,write,43696532.48,1.00,1.00
2017-08-11,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,28952769.42,1.00,1.00
2017-08-11,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3173888.00,1.00,1.00
2017-08-12,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,540971.80,1.00,1.00
2017-08-12,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,9786689.07,1.00,1.00
2017-08-12,5481936581E23D2D178105D44DB6915AB06BFB7F,read,545928479.79,1.00,1.00
2017-08-12,5481936581E23D2D178105D44DB6915AB06BFB7F,write,49854373.33,1.00,1.00
2017-08-12,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,0.00,1.00,0.98
2017-08-12,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,0.00,1.00,0.98
2017-08-12,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,42235357.87,1.00,1.00
2017-08-12,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,13636562.49,1.00,1.00
2017-08-13,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,321536.00,1.00,0.80
2017-08-13,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,7341056.00,1.00,0.80
2017-08-13,5481936581E23D2D178105D44DB6915AB06BFB7F,read,163009067.09,1.00,0.95
2017-08-13,5481936581E23D2D178105D44DB6915AB06BFB7F,write,21360917.33,1.00,0.95
2017-08-13,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,168960.00,1.00,0.69
2017-08-13,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,3443712.00,1.00,0.69
2017-08-13,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,48961956.98,1.00,0.92
2017-08-13,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,24453404.44,1.00,0.92
2017-08-14,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,724992.00,1.00,0.20
2017-08-14,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,4756480.00,1.00,0.20
2017-08-14,5481936581E23D2D178105D44DB6915AB06BFB7F,read,59635394.77,1.00,0.22
2017-08-14,5481936581E23D2D178105D44DB6915AB06BFB7F,write,10751327.36,1.00,0.22
2017-08-14,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,0.00,1.00,0.81
2017-08-14,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,0.00,1.00,0.81
2017-08-14,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,9347219.91,1.00,0.25
2017-08-14,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,2408322.84,1.00,0.25
2017-08-15,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,311214.72,1.00,1.00
2017-08-15,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,5429214.72,1.00,1.00
2017-08-15,5481936581E23D2D178105D44DB6915AB06BFB7F,read,134251514.24,1.00,1.00
2017-08-15,5481936581E23D2D178105D44DB6915AB06BFB7F,write,23779353.39,1.00,1.00
2017-08-15,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,57344.00,1.00,1.00
2017-08-15,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,978944.00,1.00,1.00
2017-08-15,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,49379362.13,1.00,1.00
2017-08-15,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,21616025.60,1.00,1.00
2017-08-16,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,139345.28,1.00,1.00
2017-08-16,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,4932859.80,1.00,1.00
2017-08-16,5481936581E23D2D178105D44DB6915AB06BFB7F,read,476159163.31,1.00,1.00
2017-08-16,5481936581E23D2D178105D44DB6915AB06BFB7F,write,39162304.85,1.00,1.00
2017-08-16,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,32768.00,1.00,1.00
2017-08-16,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,1396736.00,1.00,1.00
2017-08-16,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,42486761.24,1.00,1.00
2017-08-16,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,13809766.40,1.00,1.00
2017-08-17,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,139264.00,1.00,1.00
2017-08-17,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,3792677.48,1.00,1.00
2017-08-17,5481936581E23D2D178105D44DB6915AB06BFB7F,read,777967079.89,1.00,1.00
2017-08-17,5481936581E23D2D178105D44DB6915AB06BFB7F,write,40109049.17,1.00,1.00
2017-08-17,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-read,0.00,1.00,0.19
2017-08-17,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,dirreq-write,0.00,1.00,0.19
2017-08-17,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,32407847.82,1.00,1.00
2017-08-17,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,4306272.71,1.00,1.00
2017-08-18,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,140288.00,1.00,1.00
2017-08-18,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,3770218.10,1.00,1.00
2017-08-18,5481936581E23D2D178105D44DB6915AB06BFB7F,read,831268626.56,1.00,1.00
2017-08-18,5481936581E23D2D178105D44DB6915AB06BFB7F,write,45943303.68,1.00,1.00
2017-08-18,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,28956148.62,1.00,1.00
2017-08-18,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3320638.58,1.00,1.00
2017-08-19,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,86016.00,1.00,1.00
2017-08-19,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,6519957.90,1.00,1.00
2017-08-19,5481936581E23D2D178105D44DB6915AB06BFB7F,read,592025517.23,1.00,1.00
2017-08-19,5481936581E23D2D178105D44DB6915AB06BFB7F,write,50699979.31,1.00,1.00
2017-08-19,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,32115154.49,1.00,1.00
2017-08-19,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,2987963.73,1.00,1.00
2017-08-20,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,123604.20,1.00,1.00
2017-08-20,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,4324151.47,1.00,1.00
2017-08-20,5481936581E23D2D178105D44DB6915AB06BFB7F,read,337912822.83,1.00,1.00
2017-08-20,5481936581E23D2D178105D44DB6915AB06BFB7F,write,32120636.80,1.00,1.00
2017-08-20,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,32371279.64,1.00,1.00
2017-08-20,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3116430.22,1.00,1.00
2017-08-21,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,126251.80,1.00,1.00
2017-08-21,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,4884899.06,1.00,1.00
2017-08-21,5481936581E23D2D178105D44DB6915AB06BFB7F,read,208668048.43,1.00,1.00
2017-08-21,5481936581E23D2D178105D44DB6915AB06BFB7F,write,27063651.20,1.00,1.00
2017-08-21,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,33602321.07,1.00,1.00
2017-08-21,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3415870.58,1.00,1.00
2017-08-22,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,867328.00,1.00,1.00
2017-08-22,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,6762701.87,1.00,1.00
2017-08-22,5481936581E23D2D178105D44DB6915AB06BFB7F,read,359109266.13,1.00,1.00
2017-08-22,5481936581E23D2D178105D44DB6915AB06BFB7F,write,28548394.03,1.00,1.00
2017-08-22,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,35744608.71,1.00,1.00
2017-08-22,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,3260507.02,1.00,1.00
2017-08-23,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,140288.00,1.00,1.00
2017-08-23,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,6143862.76,1.00,1.00
2017-08-23,5481936581E23D2D178105D44DB6915AB06BFB7F,read,498763155.20,1.00,1.00
2017-08-23,5481936581E23D2D178105D44DB6915AB06BFB7F,write,33334380.16,1.00,1.00
2017-08-23,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,read,24029616.36,1.00,0.75
2017-08-23,7659DA0F96B156C322FBFF3ACCC9B9DC01C27C73,write,2279674.31,1.00,0.75
2017-08-24,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,464896.00,1.00,1.00
2017-08-24,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,7224457.24,1.00,1.00
2017-08-24,5481936581E23D2D178105D44DB6915AB06BFB7F,read,267574594.13,1.00,1.00
2017-08-24,5481936581E23D2D178105D44DB6915AB06BFB7F,write,41615210.67,1.00,1.00
2017-08-25,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,200575.43,1.00,1.00
2017-08-25,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,3991739.38,1.00,1.00
2017-08-25,5481936581E23D2D178105D44DB6915AB06BFB7F,read,303738619.09,1.00,1.00
2017-08-25,5481936581E23D2D178105D44DB6915AB06BFB7F,write,28533648.64,1.00,1.00
2017-08-26,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,295040.57,1.00,1.00
2017-08-26,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,5604682.95,1.00,1.00
2017-08-26,5481936581E23D2D178105D44DB6915AB06BFB7F,read,378253953.07,1.00,1.00
2017-08-26,5481936581E23D2D178105D44DB6915AB06BFB7F,write,32147150.51,1.00,1.00
2017-08-27,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,1584252.59,1.00,1.00
2017-08-27,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,14310872.39,1.00,1.00
2017-08-27,5481936581E23D2D178105D44DB6915AB06BFB7F,read,257808214.83,1.00,1.00
2017-08-27,5481936581E23D2D178105D44DB6915AB06BFB7F,write,27560331.31,1.00,1.00
2017-08-28,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,186779.73,1.00,1.00
2017-08-28,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,6975254.83,1.00,1.00
2017-08-28,5481936581E23D2D178105D44DB6915AB06BFB7F,read,438720496.64,1.00,1.00
2017-08-28,5481936581E23D2D178105D44DB6915AB06BFB7F,write,44555528.32,1.00,1.00
2017-08-29,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,784427.31,1.00,1.00
2017-08-29,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,13400117.97,1.00,1.00
2017-08-29,5481936581E23D2D178105D44DB6915AB06BFB7F,read,432740978.56,1.00,1.00
2017-08-29,5481936581E23D2D178105D44DB6915AB06BFB7F,write,54307509.55,1.00,1.00
2017-08-30,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,911804.37,1.00,1.00
2017-08-30,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,11824940.09,1.00,1.00
2017-08-30,5481936581E23D2D178105D44DB6915AB06BFB7F,read,434981853.65,1.00,1.00
2017-08-30,5481936581E23D2D178105D44DB6915AB06BFB7F,write,47985345.07,1.00,1.00
2017-08-31,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,1044480.00,1.00,1.00
2017-08-31,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,13634560.00,1.00,1.00
2017-08-31,5481936581E23D2D178105D44DB6915AB06BFB7F,read,485856050.35,1.00,1.00
2017-08-31,5481936581E23D2D178105D44DB6915AB06BFB7F,write,42369698.13,1.00,1.00
2017-09-01,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,281818.52,1.00,1.00
2017-09-01,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,4709007.57,1.00,1.00
2017-09-01,5481936581E23D2D178105D44DB6915AB06BFB7F,read,143760123.31,1.00,1.00
2017-09-01,5481936581E23D2D178105D44DB6915AB06BFB7F,write,22440713.81,1.00,1.00
2017-09-02,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,237370.81,1.00,1.00
2017-09-02,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,6905389.08,1.00,1.00
2017-09-02,5481936581E23D2D178105D44DB6915AB06BFB7F,read,587470452.69,1.00,1.00
2017-09-02,5481936581E23D2D178105D44DB6915AB06BFB7F,write,46033672.75,1.00,1.00
2017-09-03,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,334021.19,1.00,1.00
2017-09-03,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,6209853.01,1.00,1.00
2017-09-03,5481936581E23D2D178105D44DB6915AB06BFB7F,read,434073039.36,1.00,1.00
2017-09-03,5481936581E23D2D178105D44DB6915AB06BFB7F,write,41524019.63,1.00,1.00
2017-09-04,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,53029.48,1.00,1.00
2017-09-04,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,2748934.33,1.00,1.00
2017-09-04,5481936581E23D2D178105D44DB6915AB06BFB7F,read,71972196.05,1.00,1.00
2017-09-04,5481936581E23D2D178105D44DB6915AB06BFB7F,write,20072049.92,1.00,1.00
2017-09-05,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,59392.00,1.00,1.00
2017-09-05,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,2530346.67,1.00,1.00
2017-09-05,5481936581E23D2D178105D44DB6915AB06BFB7F,read,75955813.97,1.00,1.00
2017-09-05,5481936581E23D2D178105D44DB6915AB06BFB7F,write,15806807.04,1.00,1.00
2017-09-06,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,203418.24,1.00,1.00
2017-09-06,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-write,5386192.07,1.00,1.00
2017-09-06,5481936581E23D2D178105D44DB6915AB06BFB7F,read,277031107.84,1.00,1.00
2017-09-06,5481936581E23D2D178105D44DB6915AB06BFB7F,write,28688194.35,1.00,1.00
2017-09-07,5481936581E23D2D178105D44DB6915AB06BFB7F,dirreq-read,544101.76,1.00,1.00
