date,fingerprint,transport,users,num_instances,coverage
2021-08-27,1ECCE27F8F4FD51BE65CFBABBBC3EDDECE0EA48D,snowflake,0.29,1.00,0.73
2021-08-27,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.59
2021-08-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1079.31,1.00,1.00
2021-08-28,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.60,1.00,1.00
2021-08-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1073.64,1.00,1.00
2021-08-29,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.52,1.00,0.91
2021-08-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1042.95,1.00,1.00
2021-08-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,923.28,1.00,1.00
2021-08-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,966.93,1.00,1.00
2021-09-01,1ECCE27F8F4FD51BE65CFBABBBC3EDDECE0EA48D,snowflake,0.11,1.00,0.27
2021-09-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,942.34,1.00,1.00
2021-09-02,1ECCE27F8F4FD51BE65CFBABBBC3EDDECE0EA48D,snowflake,0.29,1.00,0.73
2021-09-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,973.71,1.00,1.00
2021-09-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,943.46,1.00,1.00
2021-09-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,963.79,1.00,1.00
2021-09-05,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.12,1.00,0.59
2021-09-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,955.81,1.00,1.00
2021-09-06,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.67,1.00,1.00
2021-09-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,949.05,1.00,1.00
2021-09-07,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.53,1.00,0.91
2021-09-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,976.43,1.00,1.00
2021-09-08,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.11,1.00,0.59
2021-09-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1117.66,1.00,1.00
2021-09-09,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.65,1.00,1.00
2021-09-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1155.19,1.00,1.00
2021-09-10,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.62,1.00,1.00
2021-09-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1157.84,1.00,1.00
2021-09-11,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.58,1.00,1.00
2021-09-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1137.15,1.00,1.00
2021-09-12,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.61,1.00,1.00
2021-09-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1169.96,1.00,1.00
2021-09-13,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.62,1.00,1.00
2021-09-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1178.51,1.00,1.00
2021-09-14,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.63,1.00,1.00
2021-09-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1196.56,1.00,1.00
2021-09-15,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.50,1.00,0.91
2021-09-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1155.86,1.00,1.00
2021-09-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1175.93,1.00,1.00
2021-09-17,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.11,1.00,0.59
2021-09-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1178.40,1.00,1.00
2021-09-18,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.64,1.00,1.00
2021-09-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1162.25,1.00,1.00
2021-09-19,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.54,1.00,0.91
2021-09-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1150.83,1.00,1.00
2021-09-20,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.11,1.00,0.59
2021-09-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1166.78,1.00,1.00
2021-09-21,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.55,1.00,0.91
2021-09-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1188.53,1.00,1.00
2021-09-22,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.12,1.00,0.59
2021-09-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1241.49,1.00,1.00
2021-09-23,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.63,1.00,1.00
2021-09-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1194.56,1.00,1.00
2021-09-24,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.69,1.00,1.00
2021-09-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1254.27,1.00,1.00
2021-09-25,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.64,1.00,1.00
2021-09-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1148.73,1.00,1.00
2021-09-26,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.70,1.00,1.00
2021-09-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1239.53,1.00,1.00
2021-09-27,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.65,1.00,1.00
2021-09-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1155.11,1.00,1.00
2021-09-28,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.54,1.00,0.91
2021-09-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1224.64,1.00,1.00
2021-09-29,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.11,1.00,0.59
2021-09-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1189.90,1.00,1.00
2021-09-30,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.65,1.00,1.00
2021-09-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1236.98,1.00,1.00
2021-10-01,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.58,1.00,1.00
2021-10-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1258.70,1.00,1.00
2021-10-02,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.60,1.00,1.00
2021-10-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1276.85,1.00,1.00
2021-10-03,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.49,1.00,0.91
2021-10-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1198.01,1.00,1.00
2021-10-04,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.11,1.00,0.59
2021-10-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1274.10,1.00,1.00
2021-10-05,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.61,1.00,1.00
2021-10-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1202.31,1.00,1.00
2021-10-06,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.65,1.00,1.00
2021-10-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1301.73,1.00,1.00
2021-10-07,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.65,1.00,1.00
2021-10-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1317.17,1.00,1.00
2021-10-08,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.64,1.00,1.00
2021-10-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1329.34,1.00,1.00
2021-10-09,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.60,1.00,1.00
2021-10-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1237.00,1.00,1.00
2021-10-10,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.49,1.00,0.91
2021-10-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1178.98,1.00,1.00
2021-10-11,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.11,1.00,0.59
2021-10-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1218.51,1.00,1.00
2021-10-12,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.66,1.00,1.00
2021-10-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1243.55,1.00,1.00
2021-10-13,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.62,1.00,1.00
2021-10-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1236.69,1.00,1.00
2021-10-14,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.49,1.00,0.91
2021-10-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1275.77,1.00,1.00
2021-10-15,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.59
2021-10-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1274.05,1.00,1.00
2021-10-16,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.56,1.00,1.00
2021-10-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1317.63,1.00,1.00
2021-10-17,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.48,1.00,0.91
2021-10-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1319.75,1.00,1.00
2021-10-18,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.11,1.00,0.59
2021-10-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1383.33,1.00,1.00
2021-10-19,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.51,1.00,0.91
2021-10-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1492.55,1.00,1.00
2021-10-20,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.11,1.00,0.59
2021-10-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1484.26,1.00,1.00
2021-10-21,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.59,1.00,1.00
2021-10-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1396.75,1.00,1.00
2021-10-22,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.58,1.00,1.00
2021-10-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1429.40,1.00,1.00
2021-10-23,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.62,1.00,1.00
2021-10-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1516.00,1.00,1.00
2021-10-24,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.61,1.00,1.00
2021-10-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1456.57,1.00,1.00
2021-10-25,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.59,1.00,1.00
2021-10-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1412.63,1.00,1.00
2021-10-26,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.50,1.00,0.91
2021-10-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1459.09,1.00,1.00
2021-10-27,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.11,1.00,0.59
2021-10-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1417.37,1.00,1.00
2021-10-28,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.64,1.00,1.00
2021-10-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1429.36,1.00,1.00
2021-10-29,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.64,1.00,1.00
2021-10-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1420.17,1.00,1.00
2021-10-30,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.63,1.00,1.00
2021-10-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1361.82,1.00,1.00
2021-10-31,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.54,1.00,0.90
2021-10-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1268.00,1.00,0.97
2021-11-01,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-11-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1407.78,1.00,1.00
2021-11-02,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.57,1.00,0.93
2021-11-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1423.04,1.00,1.00
2021-11-03,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-11-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1452.32,1.00,1.00
2021-11-04,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.60,1.00,0.93
2021-11-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1467.53,1.00,1.00
2021-11-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1518.56,1.00,1.00
2021-11-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1441.86,1.00,1.00
2021-11-07,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-11-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1429.48,1.00,1.00
2021-11-08,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.58,1.00,0.93
2021-11-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1387.77,1.00,1.00
2021-11-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1394.54,1.00,1.00
2021-11-10,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.08,1.00,0.57
2021-11-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1478.28,1.00,1.00
2021-11-11,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.55,1.00,0.93
2021-11-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1434.28,1.00,1.00
2021-11-12,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.09,1.00,0.57
2021-11-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1444.32,1.00,1.00
2021-11-13,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.55,1.00,0.93
2021-11-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1472.44,1.00,1.00
2021-11-14,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-11-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1485.23,1.00,1.00
2021-11-15,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.56,1.00,0.93
2021-11-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1521.01,1.00,1.00
2021-11-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1443.96,1.00,1.00
2021-11-17,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.11,1.00,0.57
2021-11-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1510.43,1.00,1.00
2021-11-18,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.59,1.00,0.93
2021-11-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1461.19,1.00,1.00
2021-11-19,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-11-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1510.44,1.00,1.00
2021-11-20,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.68,1.00,1.00
2021-11-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1501.14,1.00,1.00
2021-11-21,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.57,1.00,0.93
2021-11-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1489.40,1.00,1.00
2021-11-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1527.67,1.00,1.00
2021-11-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1623.15,1.00,1.00
2021-11-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1529.01,1.00,1.00
2021-11-25,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-11-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1541.33,1.00,1.00
2021-11-26,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.60,1.00,0.93
2021-11-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1559.17,1.00,1.00
2021-11-27,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-11-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1526.55,1.00,1.00
2021-11-28,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.62,1.00,0.93
2021-11-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1540.61,1.00,1.00
2021-11-29,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-11-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1534.91,1.00,1.00
2021-11-30,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.73,1.00,1.00
2021-11-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1617.02,1.00,1.00
2021-12-01,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.68,1.00,1.00
2021-12-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1711.87,1.00,1.00
2021-12-02,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.71,1.00,1.00
2021-12-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1875.96,1.00,1.00
2021-12-03,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.69,1.00,1.00
2021-12-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1923.20,1.00,1.00
2021-12-04,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.69,1.00,1.00
2021-12-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1871.09,1.00,1.00
2021-12-05,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.60,1.00,0.93
2021-12-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1904.11,1.00,1.00
2021-12-06,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-12-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1881.65,1.00,1.00
2021-12-07,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.57,1.00,0.93
2021-12-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1945.03,1.00,1.00
2021-12-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2097.56,1.00,1.00
2021-12-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2371.85,1.00,1.00
2021-12-10,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-12-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2479.84,1.00,1.00
2021-12-11,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.56,1.00,0.93
2021-12-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2247.02,1.00,1.00
2021-12-12,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-12-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2398.99,1.00,1.00
2021-12-13,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.61,1.00,1.00
2021-12-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3047.24,1.00,1.00
2021-12-14,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.67,1.00,1.00
2021-12-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4058.05,1.00,1.00
2021-12-15,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.57,1.00,0.93
2021-12-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4110.32,1.00,1.00
2021-12-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4253.21,1.00,1.00
2021-12-17,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-12-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4394.97,1.00,1.00
2021-12-18,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.60,1.00,0.93
2021-12-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4336.46,1.00,1.00
2021-12-19,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.10,1.00,0.57
2021-12-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4287.19,1.00,1.00
2021-12-20,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.65,1.00,0.85
2021-12-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3921.50,1.00,0.85
2021-12-22,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.56,1.00,0.78
2021-12-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3806.45,1.00,0.78
2021-12-23,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.72,1.00,1.00
2021-12-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5086.81,1.00,1.00
2021-12-24,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,1.91,1.00,1.00
2021-12-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5503.75,1.00,1.00
2021-12-25,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,1.10,1.00,1.00
2021-12-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5686.33,1.00,1.00
2021-12-26,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.79,1.00,1.00
2021-12-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5697.98,1.00,1.00
2021-12-27,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.78,1.00,1.00
2021-12-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5616.86,1.00,1.00
2021-12-28,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.79,1.00,1.00
2021-12-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5809.97,1.00,1.00
2021-12-29,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.34,1.00,0.44
2021-12-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2542.86,1.00,0.44
2021-12-30,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.75,1.00,1.00
2021-12-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5737.48,1.00,1.00
2021-12-31,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.76,1.00,1.00
2021-12-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5573.22,1.00,1.00
2022-01-01,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.81,1.00,1.00
2022-01-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5602.75,1.00,1.00
2022-01-02,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.81,1.00,1.00
2022-01-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5717.11,1.00,1.00
2022-01-03,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.79,1.00,1.00
2022-01-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5644.43,1.00,1.00
2022-01-04,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,1.16,1.00,1.00
2022-01-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5760.56,1.00,1.00
2022-01-05,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,2.10,1.00,1.00
2022-01-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5928.36,1.00,1.00
2022-01-06,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.81,1.00,1.00
2022-01-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5884.03,1.00,1.00
2022-01-07,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.79,1.00,0.97
2022-01-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5840.18,1.00,0.97
2022-01-08,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.81,1.00,1.00
2022-01-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6039.79,1.00,1.00
2022-01-09,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.82,1.00,1.00
2022-01-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6047.64,1.00,1.00
2022-01-10,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,1.38,1.00,1.00
2022-01-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6075.59,1.00,1.00
2022-01-10,54EA06D5D6AE16A034ED9D435F88EC62552098DD,snowflake,0.50,1.00,1.24
2022-01-11,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,3.72,1.00,1.00
2022-01-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6404.70,1.00,1.00
2022-01-11,54EA06D5D6AE16A034ED9D435F88EC62552098DD,snowflake,1.48,1.00,3.69
2022-01-12,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,2.09,1.00,1.00
2022-01-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6462.61,1.00,1.00
2022-01-12,54EA06D5D6AE16A034ED9D435F88EC62552098DD,snowflake,1.08,1.00,2.69
2022-01-13,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,1.09,1.00,1.00
2022-01-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6533.80,1.00,1.00
2022-01-13,54EA06D5D6AE16A034ED9D435F88EC62552098DD,snowflake,0.55,1.00,1.38
2022-01-14,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,2.38,1.00,1.00
2022-01-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6818.90,1.00,1.00
2022-01-15,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,2.34,1.00,1.00
2022-01-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6740.30,1.00,1.00
2022-01-16,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,2.40,1.00,1.00
2022-01-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6693.92,1.00,1.00
2022-01-17,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,2.47,1.00,1.55
2022-01-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6863.12,1.00,2.11
