date,fingerprint,transport,users,num_instances,coverage
2018-10-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-10-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.25,1.00,1.00
2018-10-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.55,1.00,1.00
2018-10-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-10-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-10-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-10-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-10-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-10-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.25,1.00,1.00
2018-10-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2018-10-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.30,1.00,1.00
2018-10-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.45,1.00,1.00
2018-10-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-10-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.25,1.00,1.00
2018-10-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.30,1.00,1.00
2018-10-19,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.17,1.00,0.66
2018-10-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,1.00,1.00
2018-10-20,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.92,1.00,0.84
2018-10-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.34,1.00,1.00
2018-10-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2018-10-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.55,1.00,1.00
2018-10-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.25,1.00,1.00
2018-10-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2018-10-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2018-10-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2018-10-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.05,1.00,1.00
2018-10-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.35,1.00,1.00
2018-10-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.55,1.00,1.00
2018-10-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.76,1.00,1.00
2018-10-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.15,1.00,1.00
2018-11-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,1.00,1.00
2018-11-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.35,1.00,1.00
2018-11-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.92,1.00,0.84
2018-11-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.66,1.00,0.83
2018-11-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.33,1.00,1.00
2018-11-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.87,1.00,1.00
2018-11-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-11-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.67,1.00,1.00
2018-11-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.40,1.00,1.00
2018-11-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.47,1.00,1.00
2018-11-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,1.00,1.00
2018-11-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.87,1.00,1.00
2018-12-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-12-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.67,1.00,1.00
2018-12-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.13,1.00,1.00
2018-12-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.33,1.00,1.00
2018-12-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.27,1.00,1.00
2018-12-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-12-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-12-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-12-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.67,1.00,1.00
2018-12-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.23,1.00,0.55
2018-12-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.61,1.00,1.00
2018-12-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.99,1.00,1.00
2018-12-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2018-12-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.61,1.00,1.00
2018-12-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.68,1.00,1.00
2018-12-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.89,1.00,1.00
2018-12-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.01,1.00,1.00
2018-12-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.31,1.00,1.00
2018-12-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.49,1.00,1.00
2018-12-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.31,1.00,1.00
2018-12-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.88,1.00,1.00
2018-12-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.01,1.00,1.00
2018-12-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.39,1.00,1.00
2018-12-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.71,1.00,1.00
2018-12-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.51,1.00,1.00
2018-12-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.69,1.00,1.00
2018-12-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.51,1.00,1.00
2018-12-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.61,1.00,1.00
2018-12-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,1.00,1.00
2018-12-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.68,1.00,1.00
2018-12-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.51,1.00,1.00
2019-01-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.31,1.00,1.00
2019-01-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.49,1.00,1.00
2019-01-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2019-01-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.31,1.00,1.00
2019-01-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2019-01-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.11,1.00,1.00
2019-01-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,1.00,1.00
2019-01-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.29,1.00,1.00
2019-01-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.49,1.00,1.00
2019-01-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.92,1.00,1.00
2019-01-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.18,1.00,1.00
2019-01-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.51,1.00,1.00
2019-01-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.69,1.00,1.00
2019-01-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.81,1.00,1.00
2019-01-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.19,1.00,1.00
2019-01-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,1.00,1.00
2019-01-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.81,1.00,1.00
2019-01-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.19,1.00,1.00
2019-01-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.51,1.00,1.00
2019-01-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2019-01-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.69,1.00,1.00
2019-01-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.51,1.00,1.00
2019-01-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.31,1.00,1.00
2019-01-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.11,1.00,1.00
2019-01-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.99,1.00,1.00
2019-01-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,1.00,1.00
2019-01-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.61,1.00,1.00
2019-01-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.29,1.00,1.00
2019-01-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.73,1.00,0.62
2019-01-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.35,1.00,0.72
2019-01-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.26,1.00,1.00
2019-02-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,1.00,1.00
2019-02-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.18,1.00,1.00
2019-02-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.82,1.00,1.00
2019-02-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.02,1.00,1.00
2019-02-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.96,1.00,1.00
2019-02-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,1.00,1.00
2019-02-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.66,1.00,1.00
2019-02-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.58,1.00,1.00
2019-02-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2019-02-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.96,1.00,1.00
2019-02-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,1.00,1.00
2019-02-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,1.00,1.00
2019-02-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,16.58,1.00,1.00
2019-02-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,8.44,1.00,1.00
2019-02-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,1.00,1.00
2019-02-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.02,1.00,1.00
2019-02-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.64,1.00,1.00
2019-02-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.02,1.00,0.52
2019-02-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.60,1.00,1.00
2019-02-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.20,1.00,1.00
2019-02-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2019-02-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2019-02-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2019-02-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2019-02-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.33,1.00,0.79
2019-02-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.85,1.00,1.00
2019-02-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.03,1.00,1.00
2019-02-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.86,1.00,1.00
2019-03-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.43,1.00,1.00
2019-03-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.26,1.00,1.00
2019-03-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.71,1.00,1.00
2019-03-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.43,1.00,1.00
2019-03-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.11,1.00,1.00
2019-03-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.95,1.00,1.00
2019-03-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.55,1.00,0.96
2019-03-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.11,1.00,0.93
2019-03-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.91,1.00,1.00
2019-03-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.55,1.00,1.00
2019-03-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.11,1.00,1.00
2019-03-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.75,1.00,1.00
2019-03-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2019-03-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,1.00,1.00
2019-03-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.55,1.00,1.00
2019-03-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,1.00,1.00
2019-03-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.85,1.00,1.00
2019-03-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.29,1.00,1.00
2019-03-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.16,1.00,1.00
2019-03-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.25,1.00,1.00
2019-03-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.95,1.00,1.00
2019-03-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.25,1.00,1.00
2019-03-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.19,1.00,1.00
2019-03-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.16,1.00,1.00
2019-03-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.24,1.00,1.00
2019-03-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.65,1.00,1.00
2019-03-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.85,1.00,1.00
2019-03-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.29,1.00,1.00
2019-03-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.15,1.00,1.00
2019-03-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.45,1.00,1.00
2019-03-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,1.00,1.00
2019-04-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.89,1.00,1.00
2019-04-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.01,1.00,1.00
2019-04-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.79,1.00,1.00
2019-04-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.25,1.00,1.00
2019-04-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.69,1.00,1.00
2019-04-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.05,1.00,1.00
2019-04-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.25,1.00,1.00
2019-04-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.20,1.00,1.00
2019-04-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.69,1.00,1.00
2019-04-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.80,1.00,1.00
2019-04-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.71,1.00,0.50
2019-04-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.20,1.00,1.00
2019-04-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.89,1.00,1.00
2019-04-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.11,1.00,1.00
2019-04-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.55,1.00,1.00
2019-04-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.50,1.00,0.82
2019-04-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,1.00,1.00
2019-04-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.60,1.00,1.00
2019-04-19,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.27,1.00,0.63
2019-04-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.93,1.00,1.00
2019-04-20,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.88,1.00,0.87
2019-04-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.12,1.00,1.00
2019-04-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.60,1.00,1.00
2019-04-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.20,1.00,1.00
2019-04-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.20,1.00,1.00
2019-04-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.00,1.00,1.00
2019-04-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.60,1.00,1.00
2019-04-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.00,1.00,1.00
2019-04-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,1.00,1.00
2019-04-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,1.00,1.00
2019-04-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.80,1.00,1.00
2019-04-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.40,1.00,1.00
2019-05-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,1.00,1.00
2019-05-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.61,1.00,1.00
2019-05-03,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.56,1.00,0.63
2019-05-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,14.44,1.00,1.00
2019-05-04,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,1.54,1.00,0.87
2019-05-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,11.26,1.00,1.00
2019-05-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.40,1.00,1.00
2019-05-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,15.60,1.00,1.00
2019-05-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,16.80,1.00,1.00
2019-05-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,9.89,1.00,0.75
2019-05-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.60,1.00,0.42
2019-05-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,13.54,1.00,1.00
2019-05-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,14.34,1.00,1.00
2019-05-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,15.14,1.00,1.00
2019-05-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,15.60,1.00,1.00
2019-05-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,14.58,1.00,1.00
2019-05-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,14.90,1.00,1.00
2019-05-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,20.93,1.00,1.00
2019-05-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,23.28,1.00,1.00
2019-05-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,19.26,1.00,1.00
2019-05-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,18.12,1.00,1.00
2019-05-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,17.88,1.00,1.00
2019-05-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,18.80,1.00,1.00
2019-05-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,20.16,1.00,1.00
2019-05-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,19.96,1.00,1.00
2019-05-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,17.20,1.00,1.00
2019-05-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,17.20,1.00,1.00
2019-05-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,17.20,1.00,1.00
2019-05-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,17.54,1.00,1.00
2019-05-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,18.34,1.00,1.00
2019-05-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,18.46,1.00,1.00
2019-05-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,18.34,1.00,1.00
2019-05-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,19.14,1.00,1.00
2019-06-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,18.24,1.00,1.00
2019-06-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,17.08,1.00,1.00
2019-06-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,17.32,1.00,1.00
2019-06-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,16.06,1.00,1.00
2019-06-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,15.94,1.00,1.00
2019-06-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,17.42,1.00,1.00
2019-06-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,18.12,1.00,1.00
2019-06-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,17.54,1.00,1.00
2019-06-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,18.00,1.00,1.00
2019-06-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,19.36,1.00,1.00
2019-06-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,20.52,1.00,1.00
2019-06-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,19.60,1.00,1.00
2019-06-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,17.22,1.00,1.00
2019-06-14,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,1.07,1.00,0.71
2019-06-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.59,1.00,1.00
2019-06-15,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,1.36,1.00,0.79
2019-06-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,11.84,1.00,1.00
2019-06-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.52,1.00,1.00
2019-06-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.28,1.00,1.00
2019-06-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,13.20,1.00,1.00
2019-06-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.86,1.00,1.00
2019-06-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.06,1.00,1.00
2019-06-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,11.26,1.00,1.00
2019-06-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,10.46,1.00,1.00
2019-06-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,11.36,1.00,1.00
2019-06-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,13.20,1.00,1.00
2019-06-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,13.88,1.00,1.00
2019-06-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,14.46,1.00,1.00
2019-06-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,15.36,1.00,1.00
2019-06-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,14.67,1.00,0.94
2019-06-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.62,1.00,1.00
2019-06-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,11.89,1.00,1.00
2019-07-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.40,1.00,1.00
2019-07-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.11,1.00,1.00
2019-07-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,11.60,1.00,1.00
2019-07-04,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.78,1.00,0.68
2019-07-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,10.82,1.00,1.00
2019-07-05,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,1.47,1.00,0.82
2019-07-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,9.84,1.00,1.00
2019-07-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,10.22,1.00,1.00
2019-07-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,9.49,1.00,1.00
2019-07-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,10.58,1.00,1.00
2019-07-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,11.31,1.00,1.00
2019-07-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,11.67,1.00,1.00
2019-07-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.62,1.00,1.00
2019-07-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,11.89,1.00,1.00
2019-07-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.40,1.00,1.00
2019-07-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.69,1.00,1.00
2019-07-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.91,1.00,1.00
2019-07-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,12.69,1.00,1.00
2019-07-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,14.36,1.00,1.00
